subj,rel,obj,teaching_weight,head_tier,tail_tier
非金属,具有,性质,0.1,0,0
金属,具有,性质,0.1,0,0
非金属,失去,差别,0.1,0,0
非金属,失去,银白色,0.1,0,0
命名,有,标志,0.1,0,0
名称,有,标志,0.1,0,0
元素,处于,状态,0.1,2,0
指南针,指向,南方,0.1,0,0
非金属,具有,颜色,0.1,0,0
氧气,发生,反应,0.1,0,0
温度,结合,分子,0.1,0,1
金属,具有,延展,0.1,0,0
电流,通过,输电线,0.1,0,0
膨胀,使,位置,0.1,0,0
温度,转换,频率,0.1,0,0
结构,指示,形容词,0.1,0,0
物质,进行,化学反应,0.1,0,1
指南针,测量,温度,0.1,0,0
卫星,指示,方向,0.1,0,0
温度计,吸引,装置,0.1,0,0
仪器,回答,问题,0.1,0,0
硫酸,倒进,水里,0.1,0,0
硫酸,起,反应,0.1,0,0
硫酸,溅到,身上,0.1,0,0
硫酸,倒入,水中,0.1,0,0
蜜蜂,建成,结构,0.1,0,0
蜂窝,建成,结构,0.1,0,0
形式,强调,意思,0.1,0,0
关系,学习,汉语,0.1,0,0
通信,需要,器件,0.1,0,0
物质,改变,形态,0.1,0,0
物质,发生,变化,0.1,0,0
变化,叫做,化学变化,0.1,0,0
雷达,相当于,对象,0.1,0,0
雷达,有,关系,0.1,0,0
时候,说,汉语,0.1,0,0
光线,转化,信号,0.1,0,0
影像,变成,信息,0.1,0,0
能量,出现,彩带,0.3,3,0
程度,取决于,大小,0.1,0,0
能量,哺育,生物,0.3,3,0
太阳,哺育,生物,0.1,0,0
能量,来自于,反应,0.3,3,0
内部,进行,过程,0.1,0,0
物质,转化,能量,0.3,0,3
程度,取决于,介词,0.1,0,0
物质,转化,介词,0.1,0,0
石墨,像,金属,0.1,0,0
中国,发射,人造地球卫星,0.1,0,0
人造地球卫星,发射,高空,0.1,0,0
合金,加热,温度,0.1,0,0
物体,有,压力,0.1,0,0
二氧化碳,跑,气泡,0.1,0,0
速度,环绕,地球,0.3,3,0
人类,探索,宇宙空间,0.1,0,0
人类,迈向,太空,0.1,0,0
太空,依靠,作用力,0.1,0,0
人类,登上,月球,0.1,0,0
酒精,变成,固体,0.1,0,0
机能,产生,压力,0.1,0,0
现象,有,电阻,0.1,0,0
物质,有,电阻,0.1,0,0
温度,降低,附近,0.1,0,0
合金,具有,特性,0.1,0,0
导体,称为,超导体,0.1,0,0
电阻,发生,变化,0.1,0,0
温度,称为,临界温度,0.1,0,0
电流,流经,超导体,0.1,0,0
输电线,输送,电流量,0.1,0,0
电线,输送,电流量,0.1,0,0
超导体,进入,阶段,0.1,0,0
材料,引起,革命,0.1,0,0
制造厂,生产,汽车,0.1,0,0
小鸟,在,附近,0.1,0,0
电流,碰到,地面,0.1,0,0
太阳光,还有,可见光,0.1,0,0
红外线,称为,射线,0.1,0,0
外侧,存在,光线,0.1,0,0
物质,产生,红外线,0.1,0,0
常用,用于,领域,0.1,0,0
臭氧层,有,作用,0.1,0,0
紫外线,透过,空气,0.1,0,0
玻璃,有,作用,0.1,0,0
技术,得到,解决,0.1,0,0
房主,回答,问题,0.1,0,0
计算机,进行,联系,0.1,0,0
大部分,称为,硬件,0.1,0,0
软件,指,系统,0.1,0,0
软件,提高,效率,0.1,0,0
关系,好像,乐器,0.1,0,0
软件,构成,系统,0.1,0,0
技术,获得,应用,0.1,0,0
紫外线,使,质量,0.1,0,2
后面,靠近,眼睛,0.1,0,0
目镜,相当于,放大镜,0.1,0,0
光,绕过,物质,0.1,0,0
显微镜,看到,东西,0.1,0,0
电视机,出现,现象,0.1,0,0
电视机,消除,现象,0.1,0,0
技术,使,光阑,0.1,0,0
小数,定义,无理数,0.1,0,0
理论,加以,发展,0.1,0,0
学派,重视,数学,0.1,0,0
后人,称为,无理数,0.1,0,0
小数,称为,无理数,0.1,0,0
无理数,统称,实数,0.1,0,0
光,分解,色光,0.1,0,0
电视机,成为,工具,0.1,0,0
荧光粉,发出,光,0.1,0,0
宇宙飞船,又称,飞船,0.1,0,0
飞船,用于,运输,0.1,0,0
各国,重视,研究,0.1,0,0
宇宙飞船,有,相似之处,0.1,0,0
台灯,调节,光,0.1,0,0
调节器,调节,电压,0.1,0,0
核能,属于,能源,0.1,0,0
核燃料,具有,优点,0.1,0,0
列车,有,类型,0.1,0,0
二氧化碳,具有,功能,0.1,0,0
含量,保持,恒定,0.1,0,0
二氧化碳,处于,状态,0.1,0,0
二氧化碳,转化,物质,0.1,0,0
二氧化碳,超过,水平,0.1,0,0
二氧化碳,转化,有机物,0.1,0,0
气体,还有,一氧化氮,0.1,0,0
温度,达到,程度,0.1,0,0
彗星,靠近,太阳,0.1,0,0
颗粒,发生,摩擦,0.1,0,0
形状,有,特性,0.1,0,0
动物,有,形式,0.1,0,0
对称,保持,平衡,0.1,0,0
方程,表示,关系,0.1,0,0
式子,叫做,等式,0.1,0,0
等式,具有,性质,0.1,0,0
等式,叫做,方程,0.1,0,0
动点,在,位置,0.1,0,0
圆心,在,原点,0.1,0,0
曲线,叫做,图形,0.1,0,0
坐标,满足,方程,0.1,0,0
直线,相交,直角,0.1,0,0
直线,叫做,平行线,0.1,0,0
四边形,具有,性质,0.1,0,0
四边形,叫做,梯形,0.1,0,0
线段,叫做,线,0.1,0,0
OA,绕,端点,0.1,0,0
端点,画出,曲线,0.1,0,0
线段,称为,半径,0.1,0,0
直线,称为,切线,0.1,0,0
转化,叫做,变化,0.1,0,0
物质,变成,液态,0.1,0,0
温度,叫做,熔点,0.1,0,0
物质,变成,气态,0.1,0,0
现象,叫,蒸发,0.1,0,0
现象,叫,沸腾,0.1,0,0
温度,叫,沸点,0.1,0,0
物质,叫做,催化剂,0.3,0,3
作用,叫做,催化作用,0.1,0,0
表面,生成,化合物,0.1,0,0
周长,有,关系,0.1,0,0
曲线,表示,情况,0.1,0,0
物质,处于,状态,0.1,0,0
关系,有,方法,0.1,0,0
实验室,制取,氧气,0.1,0,0
步骤,放入,混合物,0.1,0,0
方程,含有,未知数,0.1,0,0
顺序,常用,格式,0.1,0,0
方程,化成,形式,0.1,0,0
牛顿,发现,定律,0.1,0,0
氯酸钾,加热,温度,0.1,0,0
重量,小于,浮力,0.1,0,0
实验室,测,比重,0.1,0,0
物体,做,运动,0.1,0,0
月球,围绕,地球,0.1,0,0
位置,参照,物体,0.1,0,0
静止,参照,物体,0.1,0,0
物体,叫做,参照物,0.1,0,0
物体,保持,状态,0.1,0,0
性质,叫做,惯性,0.1,0,0
惯性,保持,状态,0.1,0,0
惯性,保持,速度,0.3,0,3
物体,具有,惯性,0.1,0,0
炮弹,改变,方向,0.1,0,0
领域,应用,材料,0.1,0,0
火箭,具有,推动力,0.1,0,0
地球,绕,太阳,0.1,0,0
外力,迫使,物体,0.1,0,0
运动,指,变化,0.1,0,0
运动,常用,格式,0.1,0,0
物体,移动,地方,0.1,0,0
月球,绕,地球,0.1,0,0
数学,有,关系,0.1,0,0
自然科学,有,关系,0.1,0,0
人造卫星,绕,地球,0.1,0,0
比值,叫做,加速度,0.1,0,2
加速度,有,大小,0.1,2,0
定律,确定,关系,0.1,0,0
物体,处于,状态,0.1,0,0
物体,吸引,地球,0.1,0,0
定律,说明,关系,0.1,0,0
作用力,具有,性质,0.1,0,0
定律,说明,物体,0.1,0,0
比值,叫做,比重,0.1,0,0
作用,常用,格式,0.1,0,0
温度,有,有影响,0.1,0,0
温度,有,影响,0.1,0,0
二氧化锰,影响,速度,0.3,0,3
物体,受,作用,0.1,0,0
m1,表示,质量,0.1,0,2
原子,具有,结构,0.1,1,0
伦琴,进行,研究,0.1,0,0
射线,有,能力,0.1,0,0
定语,有,类型,0.1,0,0
电流,通过,导体,0.1,0,0
化合物,叫做,电解质,0.1,0,0
强度,变为,性质,0.1,0,0
技术,叫做,照相,0.1,0,0
设备,称为,计算机,0.1,0,0
四边形,叫做,正方形,0.1,0,0
激光,具有,特性,0.1,0,0
能量,处于,空间,0.3,3,0
函数,等于,ax²,0.1,0,0
坐标系,画,垂直,0.1,0,0
单位,取,相同,0.1,0,0
交点,叫做,原点,0.1,0,0
平面,分成,部分,0.1,0,0
函数,研究,问题,0.1,0,0
图形,在,上方,0.1,0,0
ax²,位于,下方,0.1,0,0
生物,受到,伤害,0.1,0,0
地球,吸引,苹果,0.1,0,0
苹果,吸引,地球,0.1,0,0
电能,转化,能量,0.3,0,3
能量,转化,电能,0.3,3,0
物体,叫做,运动,0.1,0,0
超导材料,用于,计算机,0.1,0,0
位置,常用,格式,0.1,0,0
定律,解决,问题,0.1,0,0
电流,流过,导线,0.1,0,0
图像,有,关系,0.1,0,0
实数,有,关系,0.1,0,0
树木,吸收,太阳光,0.1,0,0
规律,叫做,定律,0.1,0,0
定律,起,作用,0.1,0,0
性质,呈现,变化,0.1,0,0
金属,发生,反应,0.1,0,0
反应,发生,爆炸,0.1,0,0
注释,表示,时间,0.1,0,0
地球,吸引,物体,0.1,0,0
物质,失去,电子,0.3,0,3
物质,得到,电子,0.3,0,3
压力,增加,强度,0.1,0,0
物质,含有,杂质,0.1,0,0
二氧化碳,形成,气泡,0.1,0,0
沸腾,有,关系,0.1,0,0
聚变,释放,能量,0.3,0,3
动植物,离开,空气,0.1,0,0
原子,结成,分子,1.0,1,1
性质,呈现,周期性,0.1,0,0
硫酸,有,作用,0.1,0,0
化学反应,叫做,反应,0.1,1,0
法拉第,发现,现象,0.1,0,0
下面,演示,现象,0.1,0,0
管中,产生,电流,0.1,0,0
周围,存在,磁场,0.1,0,0
磁场,做,运动,0.1,0,0
磁场,产生,电流,0.1,0,0
导体,做,运动,0.1,0,0
前人,研究,现象,0.1,0,0
周围,产生,磁场,0.1,0,0
人类,进入,时代,0.1,0,0
中国,发射,地球卫星,0.1,0,0
行为,稀释,硫酸,0.1,0,0
电,输送,远处,0.1,0,0
练习,完成,句子,0.1,0,0
飞船,找出,结构,0.1,0,0
电流,输送,远处,0.1,0,0
物体,变为,Vt,0.1,0,0
速度,变为,Vt,0.3,3,0
物理学,得到,发展,0.1,0,0
人类,飞出,大气层,0.1,0,0
宇航员,征服,太空,0.1,0,0
宇航服,有,作用,0.1,0,0
宇宙射线,造成,伤害,0.1,0,0
汽车,节省,能源,0.1,0,0
汽车,得到,发展,0.1,0,0
能量,相当于,石油,0.3,3,0
光,绕,地球,0.1,0,0
材料,达到,水平,0.1,0,0
牛顿,总结,规律,0.1,0,0
函数,具有,性质,0.1,0,0
物理学家,研究,关系,0.1,0,0
欧姆,研究,关系,0.1,0,0
上面,发生,反应,0.1,0,0
实验,变成,分子,0.1,0,1
霍尔尔,存在,光线,0.1,0,0
牛顿,研究,定律,0.1,0,0
图像,具有,性质,0.1,0,0
门捷列夫,呈现,变化,0.1,0,0
船舱,完成,句子,0.1,0,0
真空,指,空间,0.1,0,0
能量,处于,状态,0.3,3,0
气体,包括,一氧化氮,0.1,0,0
形状,有,作用,0.1,0,0
空气,流到,前缘,0.1,0,0
发动机,提供,动力,0.1,0,0
形状,使,表面,0.1,0,0
记录器,记录,信息,0.1,0,0
黑匣子,具有,结构,0.1,0,0
薄膜,使,光,0.1,0,0
超声波,穿透,金属,0.1,0,0
技术,产生,功率,0.1,0,0
空气,呈,蓝色,0.1,0,0
氮气,发生,作用,0.1,0,0
氮气,发生,化学反应,0.1,0,1
气体,发生,化学反应,0.1,0,1
气体,发出,光,0.1,0,0
课文,选择,答案,0.1,0,0
空气,有,用途,0.1,0,0
氧气,生成,热量,0.1,0,0
氢气,加,氯气,0.1,0,0
三氧化钨,加,氢气,0.1,0,0
氯气,发生,反应,0.1,0,0
火焰,用于,切割,0.1,0,0
电流,通过,人体,0.1,0,0
能力,来自,大脑,0.1,0,0
元件,代表,数字,0.1,0,0
计算机,使用,二进制,0.1,0,0
操作系统,管理,资源,0.1,0,0
软件,提供,功能,0.1,0,0
软件,指,资料,0.1,0,0
氢氧化,修饰,正式,0.1,0,0
光,叫,激光,0.1,0,0
光,显示,颜色,0.1,0,0
激光,具有,性质,0.1,0,0
光,具有,特性,0.1,0,0
光,发现,原理,0.1,0,0
光,射向,介质,0.1,0,0
光,实现,放大,0.1,0,0
理论,奠定,基础,0.1,0,0
激光,引入,领域,0.1,0,0
梅曼,制成,激光器,0.1,0,0
发展,使,技术,0.1,0,0
激光,称为,光,0.1,0,0
发展,导致,出现,0.1,0,0
绿色植物,吸收,二氧化碳,0.1,0,0
氧气,扩散,上层,0.1,0,0
氧气,变成,臭氧,0.1,0,0
紫外线,促进,合成,0.1,0,0
臭氧层,保护,生物,0.1,0,0
现象,引起,关注,0.1,0,0
洗涤剂,破坏,结构,0.1,0,0
生物,失去,免疫力,0.1,0,0
硫氧化物,达到,浓度,0.1,0,0
氢氧化物,形成,恶性肿瘤,0.1,0,0
颗粒,引发,疾病,0.1,0,0
汽油,排放,气体,0.1,0,0
物体,放大,影像,0.1,0,0
显微镜,有,极限,0.1,0,0
物质,有,组成部分,0.1,0,0
光,变成,圆弧,0.1,0,0
显微镜,没有,改进,0.1,0,0
显微镜,分辨,结构,0.1,0,0
光,遇到,东西,0.1,0,0
物体,发射,无线电波,0.1,0,0
程度,超过,望远镜,0.1,0,0
望远镜,起,作用,0.1,0,0
画面,分解,像素,0.1,0,0
整数,看成,形式,0.1,0,0
小数,叫做,无理数,0.1,0,0
空气,发生,电离,0.1,0,0
霓虹灯,发出,光,0.1,0,0
遥控器,分,部分,0.1,0,0
电视,做,反应,0.1,0,0
人类,利用,空间站,0.1,0,0
系统,包括,部分,0.1,0,0
系统,实现,导航,0.1,0,0
卫星,发射,信号,0.1,0,0
系统,进行,定位,0.1,0,0
超级市场,使用,系统,0.1,0,0
计算机,查询,售价,0.1,0,0
计算机,报出,总价,0.1,0,0
商场,使用,系统,0.1,0,0
信息,转换,坐标,0.1,0,0
电脑,显示,信息,0.1,0,0
核反应堆,采用,芯块,0.1,0,0
芯块,阻止,物质,0.1,0,0
核燃料,逸出,物质,0.1,0,0
厂房,采用,结构,0.1,0,0
燃料电池,包括,核电,0.1,0,0
物质,发生,化学反应,0.1,0,1
电池,供给,氧化剂,0.1,0,0
过程,经过,燃烧,0.1,0,0
电流,通过,线圈,0.1,0,0
发电机,形成,电流,0.1,0,0
研究,取得,进展,0.1,0,0
人类,面临,危机,0.1,0,0
减少,有,关系,0.1,0,0
燃料,释放,二氧化碳,0.1,0,0
影响,成为,话题,0.1,0,0
燃烧,释放,二氧化碳,0.1,0,0
地表,发生,变化,0.1,0,0
行星,包括,海王星,0.1,0,0
月亮,转到,中间,0.1,0,0
月球,挡住,太阳光,0.1,0,0
图形,具有,优点,0.1,0,0
图形,具有,性质,0.1,0,0
物体,发生,作用,0.1,0,0
起重机,提起,重物,0.1,0,0
起重机,发生,作用,0.1,0,0
物体,施加,作用,0.1,0,0
物体,受到,作用力,0.1,0,0
下面,研究,问题,0.1,0,0
面积,大于,SB,0.1,0,0
等式,乘以,正数,0.1,0,0
两边,乘以,正数,0.1,0,0
等式,含有,未知数,0.1,0,0
两边,加上,整数,0.1,0,0
轨迹,叫做,椭圆,0.1,0,0
方程,包含,意思,0.1,0,0
四边形,叫做,矩形,0.1,0,0
矩形,还有,性质,0.1,0,0
命题,叫做,推论,0.1,0,0
正方形,具有,性质,0.1,0,0
四边形,叫,菱形,0.1,0,0
面积,得到,公式,0.1,0,0
面积,得到,cl,0.1,0,0
平面,截去,部分,0.1,0,0
不锈钢,具有,特性,0.1,0,0
下面,结合,图形,0.1,0,0
极限,研究,函数,0.1,0,0
极限,看,函数,0.1,0,0
趋势,趋近,无穷,0.1,0,0
原子,称为,元素,0.8,1,2
化合物,叫做,氧化物,0.1,0,0
符号,表示,元素,0.1,0,2
名称,表示,金属元素,0.1,0,0
工业生产,需要,氧气,0.1,0,0
水中,溶解,氧气,0.1,0,0
氧气,发生,化学反应,0.1,0,1
燃烧,达到,温度,0.1,0,0
温度,叫做,燃点,0.1,0,0
燃烧,有,条件,0.1,0,0
温度,达到,燃点,0.1,0,0
燃烧,叫做,自燃,0.1,0,0
氧气,化合,氧化物,0.1,0,0
燃烧,指,反应,0.1,0,0
燃烧,具有,条件,0.1,0,0
物体,经过,路线,0.1,0,0
长度,叫做,路程,0.1,0,0
方向,发生,改变,0.1,0,0
方向,发生,运动,0.1,0,0
作用,使,物体,0.1,0,0
物体,保持,静止,0.1,0,0
小车,受到,作用,0.1,0,0
牵引力,使,速度,0.3,0,3
阻力,使,速度,0.3,0,3
火车,保持,运动,0.1,0,0
降落伞,受到,重力,0.3,0,3
物体,保持,运动,0.1,0,0
物体,受到,外力,0.1,0,0
物体,改变,状态,0.1,0,0
起重机,举到,高度,0.1,0,0
功率,等于,乘积,0.1,0,0
大小,等于,乘积,0.1,0,0
功率,有,关系,0.1,0,0
电流,使,电动机,0.1,0,0
电能,转化,势能,0.1,0,0
库仑,通过,电流,0.1,0,0
电流,通过,电动机,0.1,0,0
功率,等于,电压,0.1,0,0
功率,看到,字样,0.1,0,0
粒子,叫做,中子,0.3,0,3
质量,取,整数,0.1,2,0
元素,存在,原子,0.8,2,1
元素,有,同位素,0.3,2,3
中子,存在,吸引力,0.3,3,0
计算机,影响,速度,0.3,0,3
射线,叫做,极轴,0.1,0,0
课文,看,例子,0.1,0,0
图像,叫做,曲线,0.1,0,0
物体,具有,动能,0.1,0,0
物体,叫做,势能,0.1,0,0
大小,发生,改变,0.1,0,0
物体,有,动能,0.1,0,0
飞机,具有,势能,0.1,0,0
势能,转化,动能,0.1,0,0
人造卫星,进行,转化,0.1,0,0
动能,转化,势能,0.1,0,0
飞机,有,动能,0.1,0,0
元素,排成,横行,0.1,2,0
顺序,排成,横行,0.1,0,0
元素,称为,周期,0.1,2,0
周期,只有,元素,0.1,0,2
周期,有,元素,0.1,0,2
周期,发现,元素,0.1,0,2
元素,分为,周期,0.1,2,0
磁场,拉,导线,0.1,0,0
现象,叫做,效应,0.1,0,0
性质,有,关系,0.1,0,0
课文,取,导线,0.1,0,0
作用,取,导线,0.1,0,0
导线,受到,作用,0.1,0,0
方向,有,关系,0.1,0,0
线,直穿,手心,0.1,0,0
包壳管,包括,类型,0.1,0,0
包壳管,包括,描述,0.1,0,0
拉伸,包括,类型,0.1,0,0
拉伸,包括,描述,0.1,0,0
迷失,包括,类型,0.1,0,0
迷失,包括,描述,0.1,0,0
商品,包括,类型,0.1,0,0
商品,包括,描述,0.1,0,0
纤细,包括,类型,0.1,0,0
纤细,包括,描述,0.1,0,0
二氧化碳,变成,液体,0.1,0,0
现象,叫,升华,0.1,0,0
沸点,受到,影响,0.1,0,0
中间,有,空隙,0.1,0,0
多边形,符合,条件,0.1,0,0
丁力,符合,条件,0.1,0,0
活塞,受到,压力,0.1,0,0
冬天,有,暖气,0.1,0,0
冷空气,变成,空气,0.1,0,0
空气,形成,对流,0.1,0,0
分子,运动,地方,0.1,1,0
固体,分散,分子,0.1,0,1
分子,受到,吸引,0.1,1,0
容器,省,材料,0.1,0,0
地球,有,北极,0.1,0,0
地磁极,在,附近,0.1,0,0
一头,指向,方向,0.1,0,0
两头,指向,南方,0.1,0,0
物体,有,重量,0.1,0,0
空气,有,重量,0.1,0,0
物体,受到,吸引,0.1,0,0
物体,离开,地面,0.1,0,0
地球,有,重量,0.1,0,0
吸引力,有,重量,0.1,0,0
物体,受到,月球,0.1,0,0
引力,使,苹果,0.1,0,0
引力,使,月球,0.1,0,0
小球,做,运动,0.1,0,0
小球,具有,速度,0.3,0,3
月球,环绕,地球,0.1,0,0
地球,起,作用,0.1,0,0
摩擦力,阻止,移动,0.3,3,0
物质,具有,特性,0.1,0,0
物质,叫做,合金,0.1,0,0
性质,符合,要求,0.1,0,0
非金属,发现,化学元素,0.1,0,0
人类,发现,化学元素,0.1,0,0
元素,分为,大类,0.1,2,0
元素,分为,非金属,0.1,2,0
性质,像,非金属,0.1,0,0
非金属,像,金属,0.1,0,0
导电性,有,关系,0.1,0,0
电阻,有,关系,0.1,0,0
金属,变成,非金属,0.1,0,0
非金属,变成,金属,0.1,0,0
非金属,具有,特性,0.1,0,0
酒精,具有,特点,0.1,0,0
物质,有,性质,0.1,0,0
物质,凝固,固体,0.1,0,0
物质,变成,气体,0.1,0,0
酒精,具有,特性,0.1,0,0
酒精,具有,原因,0.1,0,0
升降,引起,变化,0.1,0,0
酒精,凝结,固体,0.1,0,0
吸水性,装,硫酸,0.1,0,0
物质,发生,反应,0.1,0,0
硫酸,使,有机物,0.1,0,0
硫酸,发生,反应,0.1,0,0
硫酸,氧化,氧化铜,0.1,0,0
氧化物,使,金属,0.1,0,0
老师,回答,问题,0.1,0,0
光波,传输,信息,0.1,0,0
信息,传到,方式,0.1,0,0
人类,发射,卫星,0.1,0,0
卫星,受到,辐射,0.1,0,0
鳞片,具有,作用,0.1,0,0
年代,出现,合金,0.1,0,0
合金,发生,形变,0.1,0,0
结构,发生,形变,0.1,0,0
合金,有,温度,0.1,0,0
表面,包含有,元件,0.1,0,0
光线,通过,介质,0.1,0,0
光线,改变,方向,0.1,0,0
现象,叫做,散射,0.1,0,0
光线,受到,阻碍,0.1,0,0
颜色,有所,变化,0.1,0,0
火箭,不用,燃料,0.1,0,0
物质,变成,等离子体,0.1,0,0
推力,获得,速度,0.3,0,3
物质,叫做,超导体,0.1,0,0
超导体,转变,温度,0.1,0,0
超导体,需要,温度,0.1,0,0
温度,提高,-57℃,0.1,0,0
